TIP AGENTIE,SHOP NAME,lat,lng,link,ORAS,Suprafata utila,Status Oras,Status shop,HCL,Anexa,Taxa locala,New cost/sop,Nota calcul Primarie,Dosar autorizare depus,Autorizatie Emisa,Nr. Aparate,Observatii,Acte necesare pt. autorizare
STANDARD,BISTRITA 06-STEFAN CEL MARE,47.137348,24.509138,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BISTRITA,69.1,Safe,#N/A,53/29.04.2026,Da,"5,000,400,030,002,000",243200,,Nu,,2,"Este interzisă organizarea și desfășurarea de jocuri de noroc în spații comerciale a căror destinație inițială a fost cea de spații de locuit sau în spații comerciale situate în clădirile de locuințe colective (rezidențiale), cu excepția cazurilor în care spațiul în cauză a avut destinația de spațiu comercial stabilită prin documentația tehnică ce a stat la baza obținerii autorizației de construire a cladirii de locuințe colective (rezidențiale). În scopul respectării principiilor invocate la art.3, pe teritoriul muncipiului Bistrița, se condiționează existența unei săli de jocuri de noroc la un număr maxim de 2300 de locuitori din populația totală a municipiului, conform datelor furnizate de Institutul Național de Statistică.  Este interzisă amplasarea sau funcționarea oricărei locații specializate de jocuri de noroc la o distanță mai mică de 125 (osutădouăzecișicinci) de metri față de orice instituție de învățământ preuniversitar (grădinițe, școli, licee, centre de învățământ special etc.). În situația în care între locația în cauză și instituția de învățământ nu există niciun obstacol vizual, atunci distanța se va calcula în linie dreaptă. Distanța prevăzută la alin.(1) se măsoară pietonal, de la limita cea mai apropiată a proprietății pe care se află instituția de învățământ până la intrarea principală a locației de jocuri de noroc.se permite doar o singură firmă luminoasă, de tip litere volumetrice, cu dimensiunea maximă de 0,5 mp, conținând exclusiv denumirea comercială a operatorului și mesajul JOCURILE DE NOROC POT PROVOCA DEPENDENȚĂ. Operatorii au obligația de a se conforma standardelor prevăzute la alin.(1) în termen de 90 de zile de la intrarea în vigoare a prezentei hotărâri sau de la data obținerii autorizației locale de funcționare, oricare survine ultima. Cererea de reînnoire se depune cu cel puțin 90 de zile înainte de expirarea autorizației de funcționare în vigoare. . Suprafața avută în vedere la calculul taxei nu cuprinde grupurile sanitare. pentru spațiile situate în clădiri de locuințe colective (rezidențiale) cu excepția celor nominalizate la lit.b) , intervalul orar în care se vor încadra ca funcționare este 07.00 - 22.00.pentru spațiile situate în perimetrul Centrului Istoric al municipiului Bistrița, intervalul orar în care se vor încadra ca funcționare este 07.00 - 24.00;  pentru spațiile situate în centre și galerii comerciale, în malluri sau în hoteluri, orarul de funcționare poate fi NON-STOP.  Limitele orare prevăzute la alin (1), lit.a) și lit.b) pot fi extinse cu acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și cu acordul proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical. Acordul scris se atașează cererii de emitere a autorizației locale de funcționare. ","Cerere, CUI, dat administrator sau reprezentant legal, licenta,adresa exacta a locatiei, contract de inchiriere, schita exact cum a fost depusa la ONJN, extras CF sau autorizatie de construire cu PV de receptie,certificat constatator, CAF fara datorii de la ANAF si de la Primaria Resita,randare a fatadelor, acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și al proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical, pentru situațiile prevăzute la art.17 alin.(2). "
STANDARD,BISTRITA 04-NASAUDULUI,47.141372,24.505751,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BISTRITA,67.9,Safe,#N/A,53/29.04.2026,Da,"5,000,400,030,002,000",240800,,Nu,,3,"Este interzisă organizarea și desfășurarea de jocuri de noroc în spații comerciale a căror destinație inițială a fost cea de spații de locuit sau în spații comerciale situate în clădirile de locuințe colective (rezidențiale), cu excepția cazurilor în care spațiul în cauză a avut destinația de spațiu comercial stabilită prin documentația tehnică ce a stat la baza obținerii autorizației de construire a cladirii de locuințe colective (rezidențiale). În scopul respectării principiilor invocate la art.3, pe teritoriul muncipiului Bistrița, se condiționează existența unei săli de jocuri de noroc la un număr maxim de 2300 de locuitori din populația totală a municipiului, conform datelor furnizate de Institutul Național de Statistică.  Este interzisă amplasarea sau funcționarea oricărei locații specializate de jocuri de noroc la o distanță mai mică de 125 (osutădouăzecișicinci) de metri față de orice instituție de învățământ preuniversitar (grădinițe, școli, licee, centre de învățământ special etc.). În situația în care între locația în cauză și instituția de învățământ nu există niciun obstacol vizual, atunci distanța se va calcula în linie dreaptă. Distanța prevăzută la alin.(1) se măsoară pietonal, de la limita cea mai apropiată a proprietății pe care se află instituția de învățământ până la intrarea principală a locației de jocuri de noroc.se permite doar o singură firmă luminoasă, de tip litere volumetrice, cu dimensiunea maximă de 0,5 mp, conținând exclusiv denumirea comercială a operatorului și mesajul JOCURILE DE NOROC POT PROVOCA DEPENDENȚĂ. Operatorii au obligația de a se conforma standardelor prevăzute la alin.(1) în termen de 90 de zile de la intrarea în vigoare a prezentei hotărâri sau de la data obținerii autorizației locale de funcționare, oricare survine ultima. Cererea de reînnoire se depune cu cel puțin 90 de zile înainte de expirarea autorizației de funcționare în vigoare. . Suprafața avută în vedere la calculul taxei nu cuprinde grupurile sanitare. pentru spațiile situate în clădiri de locuințe colective (rezidențiale) cu excepția celor nominalizate la lit.b) , intervalul orar în care se vor încadra ca funcționare este 07.00 - 22.00.pentru spațiile situate în perimetrul Centrului Istoric al municipiului Bistrița, intervalul orar în care se vor încadra ca funcționare este 07.00 - 24.00;  pentru spațiile situate în centre și galerii comerciale, în malluri sau în hoteluri, orarul de funcționare poate fi NON-STOP.  Limitele orare prevăzute la alin (1), lit.a) și lit.b) pot fi extinse cu acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și cu acordul proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical. Acordul scris se atașează cererii de emitere a autorizației locale de funcționare. ","Cerere, CUI, dat administrator sau reprezentant legal, licenta,adresa exacta a locatiei, contract de inchiriere, schita exact cum a fost depusa la ONJN, extras CF sau autorizatie de construire cu PV de receptie,certificat constatator, CAF fara datorii de la ANAF si de la Primaria Resita,randare a fatadelor, acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și al proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical, pentru situațiile prevăzute la art.17 alin.(2). "
STANDARD,BISTRITA 03-DECEBAL,47.13625185,24.49213821,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BISTRITA,75,Safe,#N/A,53/29.04.2026,Da,"5,000,400,030,002,000",255000,,Nu,,4,"Este interzisă organizarea și desfășurarea de jocuri de noroc în spații comerciale a căror destinație inițială a fost cea de spații de locuit sau în spații comerciale situate în clădirile de locuințe colective (rezidențiale), cu excepția cazurilor în care spațiul în cauză a avut destinația de spațiu comercial stabilită prin documentația tehnică ce a stat la baza obținerii autorizației de construire a cladirii de locuințe colective (rezidențiale). În scopul respectării principiilor invocate la art.3, pe teritoriul muncipiului Bistrița, se condiționează existența unei săli de jocuri de noroc la un număr maxim de 2300 de locuitori din populația totală a municipiului, conform datelor furnizate de Institutul Național de Statistică.  Este interzisă amplasarea sau funcționarea oricărei locații specializate de jocuri de noroc la o distanță mai mică de 125 (osutădouăzecișicinci) de metri față de orice instituție de învățământ preuniversitar (grădinițe, școli, licee, centre de învățământ special etc.). În situația în care între locația în cauză și instituția de învățământ nu există niciun obstacol vizual, atunci distanța se va calcula în linie dreaptă. Distanța prevăzută la alin.(1) se măsoară pietonal, de la limita cea mai apropiată a proprietății pe care se află instituția de învățământ până la intrarea principală a locației de jocuri de noroc.se permite doar o singură firmă luminoasă, de tip litere volumetrice, cu dimensiunea maximă de 0,5 mp, conținând exclusiv denumirea comercială a operatorului și mesajul JOCURILE DE NOROC POT PROVOCA DEPENDENȚĂ. Operatorii au obligația de a se conforma standardelor prevăzute la alin.(1) în termen de 90 de zile de la intrarea în vigoare a prezentei hotărâri sau de la data obținerii autorizației locale de funcționare, oricare survine ultima. Cererea de reînnoire se depune cu cel puțin 90 de zile înainte de expirarea autorizației de funcționare în vigoare. . Suprafața avută în vedere la calculul taxei nu cuprinde grupurile sanitare. pentru spațiile situate în clădiri de locuințe colective (rezidențiale) cu excepția celor nominalizate la lit.b) , intervalul orar în care se vor încadra ca funcționare este 07.00 - 22.00.pentru spațiile situate în perimetrul Centrului Istoric al municipiului Bistrița, intervalul orar în care se vor încadra ca funcționare este 07.00 - 24.00;  pentru spațiile situate în centre și galerii comerciale, în malluri sau în hoteluri, orarul de funcționare poate fi NON-STOP.  Limitele orare prevăzute la alin (1), lit.a) și lit.b) pot fi extinse cu acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și cu acordul proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical. Acordul scris se atașează cererii de emitere a autorizației locale de funcționare. ","Cerere, CUI, dat administrator sau reprezentant legal, licenta,adresa exacta a locatiei, contract de inchiriere, schita exact cum a fost depusa la ONJN, extras CF sau autorizatie de construire cu PV de receptie,certificat constatator, CAF fara datorii de la ANAF si de la Primaria Resita,randare a fatadelor, acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și al proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical, pentru situațiile prevăzute la art.17 alin.(2). "
STANDARD,BISTRITA 02-TRAIAN,47.126571,24.479937,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BISTRITA,39.4,Safe,#N/A,53/29.04.2026,Da,3000,118200,,Nu,,4,"Este interzisă organizarea și desfășurarea de jocuri de noroc în spații comerciale a căror destinație inițială a fost cea de spații de locuit sau în spații comerciale situate în clădirile de locuințe colective (rezidențiale), cu excepția cazurilor în care spațiul în cauză a avut destinația de spațiu comercial stabilită prin documentația tehnică ce a stat la baza obținerii autorizației de construire a cladirii de locuințe colective (rezidențiale). În scopul respectării principiilor invocate la art.3, pe teritoriul muncipiului Bistrița, se condiționează existența unei săli de jocuri de noroc la un număr maxim de 2300 de locuitori din populația totală a municipiului, conform datelor furnizate de Institutul Național de Statistică.  Este interzisă amplasarea sau funcționarea oricărei locații specializate de jocuri de noroc la o distanță mai mică de 125 (osutădouăzecișicinci) de metri față de orice instituție de învățământ preuniversitar (grădinițe, școli, licee, centre de învățământ special etc.). În situația în care între locația în cauză și instituția de învățământ nu există niciun obstacol vizual, atunci distanța se va calcula în linie dreaptă. Distanța prevăzută la alin.(1) se măsoară pietonal, de la limita cea mai apropiată a proprietății pe care se află instituția de învățământ până la intrarea principală a locației de jocuri de noroc.se permite doar o singură firmă luminoasă, de tip litere volumetrice, cu dimensiunea maximă de 0,5 mp, conținând exclusiv denumirea comercială a operatorului și mesajul JOCURILE DE NOROC POT PROVOCA DEPENDENȚĂ. Operatorii au obligația de a se conforma standardelor prevăzute la alin.(1) în termen de 90 de zile de la intrarea în vigoare a prezentei hotărâri sau de la data obținerii autorizației locale de funcționare, oricare survine ultima. Cererea de reînnoire se depune cu cel puțin 90 de zile înainte de expirarea autorizației de funcționare în vigoare. . Suprafața avută în vedere la calculul taxei nu cuprinde grupurile sanitare. pentru spațiile situate în clădiri de locuințe colective (rezidențiale) cu excepția celor nominalizate la lit.b) , intervalul orar în care se vor încadra ca funcționare este 07.00 - 22.00.pentru spațiile situate în perimetrul Centrului Istoric al municipiului Bistrița, intervalul orar în care se vor încadra ca funcționare este 07.00 - 24.00;  pentru spațiile situate în centre și galerii comerciale, în malluri sau în hoteluri, orarul de funcționare poate fi NON-STOP.  Limitele orare prevăzute la alin (1), lit.a) și lit.b) pot fi extinse cu acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și cu acordul proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical. Acordul scris se atașează cererii de emitere a autorizației locale de funcționare. ","Cerere, CUI, dat administrator sau reprezentant legal, licenta,adresa exacta a locatiei, contract de inchiriere, schita exact cum a fost depusa la ONJN, extras CF sau autorizatie de construire cu PV de receptie,certificat constatator, CAF fara datorii de la ANAF si de la Primaria Resita,randare a fatadelor, acordul scris, prealabil, al Asociației de proprietari acolo unde aceasta este constituită, și al proprietarilor direct afectaţi cu care se învecinează spaţiul pe plan orizontal şi vertical, pentru situațiile prevăzute la art.17 alin.(2). "
STANDARD,BLAJ 01-EROILOR,46.1770599,23.9165341,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BLAJ,43.4,To be banned,To be closed,,,,0,,,,1,interzicere totala,
STANDARD,BOCSA 02-ROMANA,45.3772821,21.7217812,,BOCSA,44.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,BOCSA 01-1DECEMBRIE,45.38022,21.777574,,BOCSA,32.2,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,BOLDESTI SCAENI 01-PETROLISTILOR,45.029743,26.030352,,BOLDESTI-SCAENI,43.9,N/A,#N/A,,,,0,,,,0,,
STANDARD,BOLINTIN 01-PARTIZANI,44.449812,25.756014,,BOLINTIN VALE,34.5,N/A,#N/A,,,,0,,,,0,,
STANDARD,BOTOSANI 07-GRIVITA,47.7489544,26.6680839,,BOTOSANI,60.3,N/A,#N/A,,,,0,,,,0,,
STANDARD,BOTOSANI 08-PRIMAVERII,47.7413396,26.6488639,,BOTOSANI,83.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BOTOSANI 09-BAZAR,47.739509,26.667058,,BOTOSANI,60.2,N/A,#N/A,,,,0,,,,4,,
STANDARD,BOTOSANI 06-PRIMAVERII,47.74226803,26.64817882,,BOTOSANI,81.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,BOTOSANI 05-PIATA,47.74306997,26.66574494,,BOTOSANI,64.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,BOTOSANI 04-GARA,47.75241479,26.64382861,,BOTOSANI,40.7,N/A,#N/A,,,,0,,,,0,,
STANDARD,BOTOSANI 03-CAPAT UNU,47.7388616,26.6526057,,BOTOSANI,37.9,N/A,#N/A,,,,0,,,,5,,
STANDARD,BOTOSANI 01-CALEA NATIONALA,47.74878878,26.65417515,,BOTOSANI,36.4,N/A,#N/A,,,,0,,,,0,,
STANDARD,BRAD 01-CENTRU,46.128919,22.791927,,BRAD,74.9,N/A,#N/A,,,100,7490,,,,0,,
AGENTIE 2.0,BRAGADIRU 03-CARTIER LATIN,44.407072,25.990254,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAGADIRU,54.6,Safe,#N/A,37/03.04.2026,Da,500,27300,,,,5,,
PARTENER SSBT MAGIC,SSBT BRAGADIRU 001-CRISTALULUI,44.3933,26.006411,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAGADIRU,15,Safe,OK,37/03.04.2026,Da,500,7500,,,,0,,
STANDARD,BRAGADIRU 02-CORAL,44.391049,26.00791,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAGADIRU,55.7,Safe,#N/A,37/03.04.2026,Da,500,27850,,,,5,,
STANDARD,BRAGADIRU 01-ALEXANDRIEI,44.370254,25.975483,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAGADIRU,41.4,Safe,#N/A,37/03.04.2026,Da,500,20700,,,,5,,
PARTENER SSBT MAGIC,SSBT BRAILA 002-MAGIC SCOLILOR,45.266091,27.900000,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,15,To be banned (Slots),To be closed,,,,0,,,,0,,
AGENTIE 2.0,BRAILA 13-SCOLILOR 90,45.2653179,27.9562208,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,60.8,To be banned (Slots),#N/A,197/26.04.2026,Da,100,6080,,,,5,,
AGENTIE 2.0 LIGHT,BRAILA 22-CONTINENTAL,45.262623,27.967411,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,49.4,To be banned (Slots),#N/A,197/26.04.2026,Da,100,4940,,,,5,,
PARTENER SSBT MAGIC,SSBT BRAILA 24-MAGIC,45.2578728,27.9588013,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,15,To be banned (Slots),To be closed,197/26.04.2026,Da,100,1500,,,,0,,
AGENTIE 2.0 LIGHT,BRAILA 09-SCOLILOR 94,45.2647926,27.9546108,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,59.8,To be banned (Slots),#N/A,197/26.04.2026,Da,100,5980,,,,5,,
AGENTIE 2.0,BRAILA 25-GARA,45.2799216,27.9578225,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,88.3,To be banned (Slots),#N/A,197/26.04.2026,Da,100,8830,,,,5,,
AGENTIE 2.0,BRAILA 08-CALARASILOR 309,45.2500714,27.9530666,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,72.7,To be banned (Slots),#N/A,197/26.04.2026,Da,100,7270,,,,5,,
STANDARD,BRAILA 21-OBORULUI,45.2711467,27.953943,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,31.1,To be banned (Slots),#N/A,197/26.04.2026,Da,100,3110,,,,5,,
STANDARD,BRAILA 20-BUZAULUI,45.249527,27.939237,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,48.5,To be banned (Slots),#N/A,197/26.04.2026,Da,100,4850,,,,5,,
STANDARD,BRAILA 14-CALEA GALATI 55,45.284694,27.9712344,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,35.1,To be banned (Slots),#N/A,197/26.04.2026,Da,100,3510,,,,5,,
STANDARD,BRAILA 19-CALEA GALATI 5,45.2727014,27.9736762,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,86.2,Safe,#N/A,197/26.04.2026,Da,100,8620,,,,0,,
STANDARD,BRAILA 16-SEBESULUI,45.242653,27.9438936,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,21,To be banned (Slots),#N/A,197/26.04.2026,Da,100,2100,,,,4,,
STANDARD,BRAILA 11-GALATI 333,45.306404,27.9616603,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,66.5,To be banned (Slots),#N/A,197/26.04.2026,Da,100,6650,,,,5,,
STANDARD,BRAILA 17-DOROBANTILOR,45.2719354,27.9565395,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,55.8,To be banned (Slots),#N/A,197/26.04.2026,Da,100,5580,,,,5,,
STANDARD,BRAILA 10-VIZIRU,45.2497271,27.9527539,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,56,To be banned (Slots),#N/A,197/26.04.2026,Da,100,5600,,,,2,,
STANDARD,BRAILA 18-CARTIER VIDIN,45.3033929,27.9660194,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,67.2,To be banned (Slots),#N/A,197/26.04.2026,Da,100,6720,,,,5,,
STANDARD,BRAILA 07-CONCORDIA,45.2603045,27.9642061,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,74.3,To be banned (Slots),#N/A,197/26.04.2026,Da,100,7430,,,,5,,
STANDARD,BRAILA 06-VIZIRU,45.242192,27.945726,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,63,To be banned (Slots),#N/A,197/26.04.2026,Da,100,6300,,,,1,,
STANDARD,BRAILA 05-EMINESCU,45.2714409,27.9629492,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,43.7,To be banned (Slots),#N/A,197/26.04.2026,Da,100,4370,,,,5,,
STANDARD,BRAILA 04-EREMIA GRIGORESCU,45.2796409,27.958844,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,76.6,To be banned (Slots),#N/A,197/26.04.2026,Da,100,7660,,,,5,,
STANDARD,BRAILA 03-BUZAULUI,45.2469076,27.9369738,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,66,To be banned (Slots),#N/A,197/26.04.2026,Da,100,6600,,,,5,,
STANDARD,BRAILA 02-CALEA CALARASILOR,45.2499638,27.9527133,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,56.6,To be banned (Slots),#N/A,197/26.04.2026,Da,100,5660,,,,5,,
STANDARD,BRAILA 01-CALEA GALATI,45.2860421,27.9728188,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRAILA,45,To be banned (Slots),#N/A,197/26.04.2026,Da,100,4500,,,,5,,
PARTENER SSBT MAGIC,SSBT BONUS BRASOV 001-GARII,45.660504,25.61177,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,15,To be banned (Slots),To be closed,,Da,500,25000,,,,0,,
PARTENER SSBT ADM,SSBT ADM BRASOV 530-SATURN,45.643729,25.631622,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,15,To be banned (Slots),To be closed,,Da,500,25000,,,,0,,
PARTENER SSBT ADM,SSBT ADM BRASOV 529-1 DECEMBRIE,44.430131,26.066944,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,15,To be banned (Slots),To be closed,,Da,500,25000,,,,0,,
AGENTIE 2.0,BRASOV 21-ROMAN,45.6341719,25.6335862,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,53.5,To be banned (Slots),#N/A,,Da,500,26750,,,,2,,
STANDARD,BRASOV 18-SATURN,45.638256,25.636334,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,34.6,To be banned (Slots),#N/A,,Da,500,25000,,,,0,,
STANDARD,BRASOV 20-ZAHARIA STANCU,45.668408,25.615406,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,52.5,To be banned (Slots),#N/A,,Da,500,26250,,,,4,,
STANDARD,BRASOV 19-BERZEI,45.640295,25.627119,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,63,To be banned (Slots),#N/A,,Da,500,31500,,,,1,,
STANDARD,BRASOV 17-OLTET,45.6657059,25.6005534,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,85,To be banned (Slots),#N/A,,Da,500,42500,,,,5,,
STANDARD,BRASOV 16-VLAHUTA,45.6509938,25.6255589,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,41.6,To be banned (Slots),#N/A,,Da,500,25000,,,,1,,
STANDARD,BRASOV 15-NOUA,45.6217622,25.6363731,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,80.6,To be banned (Slots),#N/A,,Da,500,40300,,,,5,,
STANDARD,BRASOV 14-BARTOLOMEU,45.66347441,25.5787677,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,47,To be banned (Slots),#N/A,,Da,500,25000,,,,5,,
STANDARD,BRASOV 13-TRIAJ,45.675222,25.64624,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,50.9,To be banned (Slots),#N/A,,Da,500,25450,,,,1,,
STANDARD,BRASOV 12-CRAITER,45.662861,25.629331,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,49.6,To be banned (Slots),#N/A,,Da,500,25000,,,,5,,
STANDARD,BRASOV 10-GRIVITEI,45.6569609,25.5989063,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,50.9,To be banned (Slots),#N/A,,Da,500,25450,,,,1,,
STANDARD,BRASOV 11-TRACTORUL,45.6657465,25.5997233,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,34.2,To be banned (Slots),#N/A,,Da,500,25000,,,,1,,
STANDARD,BRASOV 09-GARII,45.6590468,25.6190332,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,32.8,To be banned (Slots),#N/A,,Da,500,25000,,,,4,,
STANDARD,BRASOV 08-GOSPODARILOR,45.6652935,25.5714093,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,66.8,To be banned (Slots),#N/A,,Da,500,33400,,,,5,,
STANDARD,BRASOV 07-CALEA BUCURESTI,45.6352083,25.6331348,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,67.2,To be banned (Slots),#N/A,,Da,500,33600,,,,2,,
STANDARD,BRASOV 06-MUNCII,45.641827,25.6154721,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,50,To be banned (Slots),#N/A,,Da,500,25000,,,,5,,
STANDARD,BRASOV 05-ZIZINULUI,45.6497386,25.6264569,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,31.6,To be banned (Slots),#N/A,,Da,500,25000,,,,3,,
STANDARD,BRASOV 04-TOAMNEI,45.6515798,25.6156402,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,41.3,To be banned (Slots),#N/A,,Da,500,25000,,,,0,,
STANDARD,BRASOV 03-MICHAEL WEISS,45.6439627,25.5901802,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,48.4,To be banned (Slots),#N/A,,Da,500,25000,,,,4,,
STANDARD,BRASOV 02-URANUS,45.64167968,25.62713606,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,40.2,To be banned (Slots),#N/A,,Da,500,25000,,,,2,,
STANDARD,BRASOV 01-13 DECEMBRIE,45.65202994,25.60462808,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BRASOV,56.6,To be banned (Slots),#N/A,,Da,500,28300,,,,3,,
STANDARD,BREAZA 01-REPUBLICII,45.177609,25.670251,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,BREAZA,87.2,To be banned,To be closed,556/07.05.2026,,,0,,,,0,,
AGENTIE 2.0,BUCURESTI 213-MARGEANULUI 42,44.412503,26.061049,,BUCURESTI,56.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,BUCURESTI 134-VALEA IALOMITEI 4,44.421644,26.01515,,BUCURESTI,28.9,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT MAGIC,SSBT BONUS BUCURESTI 019-COLENTINA,44.469139,26.143111,,BUCURESTI,15,N/A,#N/A,,,,0,,,,0,,
