TIP AGENTIE,SHOP NAME,lat,lng,link,ORAS,Suprafata utila,Status Oras,Status shop,HCL,Anexa,Taxa locala,New cost/sop,Nota calcul Primarie,Dosar autorizare depus,Autorizatie Emisa,Nr. Aparate,Observatii,Acte necesare pt. autorizare
PARTENER SSBT ADM,SSBT ADM GIURGIU 526-TINERETULUI,43.908081,25.972612,,GIURGIU,15,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,GIURGIU 06-CFR 1,43.894228,25.962476,,GIURGIU,56.6,N/A,#N/A,,,,0,,,,5,,
STANDARD,GIURGIU 07-TINERETULUI,43.906858,25.975483,,GIURGIU,58.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,GIURGIU 05-BUCURESTI,43.9081257,25.9720796,,GIURGIU,42.7,N/A,#N/A,,,,0,,,,5,,
STANDARD,GIURGIU 04-SOS BUCURESTI,43.908833,25.971944,,GIURGIU,77,N/A,#N/A,,,,0,,,,5,,
STANDARD,GIURGIU 01-PTA UNIRII,43.89105636,25.96616758,,GIURGIU,38.2,N/A,#N/A,,,,0,,,,5,,
STANDARD,HARLAU 01-CENTRU,47.4271163,26.9012674,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HARLAU,70.2,To be banned (Slots),#N/A,19/26.03.2026,TBD,TBD,#VALUE!,TBD,Nu,,3,,
STANDARD,HATEG 01-UNIRII,45.6094807,22.9495134,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HATEG,55.9,Safe,Safe,41/30.04.2026,Da,150,8385,,,,0,,
STANDARD,HUEDIN 01-CENTRU,46.8654447,23.0256664,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUEDIN,39,Safe,#N/A,77/24.04.2026,Da,2500,97500,,,,0,,
AGENTIE 2.0,HUNEDOARA 03-DACIA 05,45.76174,22.909447,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,80,Safe,#N/A,148/29.04.2026,Da,2000,160000,,,,4,,
PARTENER SSBT MAGIC,SSBT HUNEDOARA 05-RUSCA,45.7571443,22.906229,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,15,Safe,#N/A,148/29.04.2026,Da,2000,30000,,,,0,,
AGENTIE 2.0,HUNEDOARA 02-DACIA 2B,45.768365,22.911399,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,70.9,Safe,#N/A,148/29.04.2026,Da,2000,141800,,,,5,,
STANDARD,HUNEDOARA 08-CENTRUL VECHI,45.75477,22.899101,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,53.5,Safe,#N/A,148/29.04.2026,Da,2000,107000,,,,5,,
STANDARD,HUNEDOARA 07-DUNAREA,45.764353,22.907111,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,58.6,Safe,#N/A,148/29.04.2026,Da,2000,117200,,,,5,,
STANDARD,HUNEDOARA 04-MICRO 7,45.7558403,22.9181299,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,48.5,Safe,#N/A,148/29.04.2026,Da,2000,97000,,,,5,,
STANDARD,HUNEDOARA 01-CORVIN,45.755886,22.90457,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUNEDOARA,60.5,Safe,#N/A,148/29.04.2026,Da,2000,121000,,,,1,,
STANDARD,HUSI 03-COMPLEX COMERCIAL,46.670988,28.083684,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUSI,40.6,Safe,#N/A,128/30.04.2026,Da,In functie de zona,#VALUE!,,,,0,,
STANDARD,HUSI 02-CUZA,46.672413,28.058506,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUSI,54.4,Safe,#N/A,128/30.04.2026,Da,In functie de zona,#VALUE!,,,,5,,
STANDARD,HUSI 01-PARC,46.67388,28.06169,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,HUSI,84.7,Safe,#N/A,128/30.04.2026,Da,In functie de zona,#VALUE!,,,,0,,
STANDARD,IANCA 01-BRAILEI,45.1346951,27.4780027,,IANCA,94.2,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,IASI 25-ALEXANDRU CEL BUN,47.164056,27.562931,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,67.15,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
AGENTIE 2.0 LIGHT,IASI 17-POD METALURGIEI,47.15170902,27.62124217,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,77.1,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 32-CLOPOTARI,47.1378784,27.5817118,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,85,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 33-CIURCHI,47.155401,27.620574,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,65.6,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 31-OANCEA,47.1590271,27.6126531,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,113.7,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 30-RESTAURANT COTNARI,47.1477691,27.5911033,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,56.5,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 29-CUG 2,47.1260973,27.5667868,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,80,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 28-PODUL DE PIATRA,47.156487,27.575171,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,46.8,To be banned,To be closed,155/27.04.2026,,,0,,,,4,,
STANDARD,IASI 27-MOARA DE FOC,47.1741834,27.5507866,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,73.3,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 26-CRISULUI,47.154984,27.572128,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,78.8,To be banned,To be closed,155/27.04.2026,,,0,,,,2,,
STANDARD,IASI 24-CANTA,47.1730831,27.5449608,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,69.2,To be banned,To be closed,155/27.04.2026,,,0,,,,0,,
STANDARD,IASI 22-PACURARI,47.1750219,27.5439284,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,81,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 23-BD DACIA,47.1665346,27.5505705,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,43.6,To be banned,To be closed,155/27.04.2026,,,0,,,,0,,
STANDARD,IASI 21-INDEPENDENTEI,47.1669364,27.5828039,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,58.3,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 19-CALEA GALATI,47.152453,27.568068,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,79.7,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 18-DACIA,47.1669088,27.5494612,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,70.3,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 08-TUDOR NOU,47.1585077,27.6015507,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,42.9,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 16-ROND CUG,47.13476282,27.57374511,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,107.9,To be banned,To be closed,155/27.04.2026,,,0,,,,3,,
STANDARD,IASI 15-GRANIT,47.141306,27.600548,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,68.3,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 14-PACURARI 122,47.1738012,27.5587098,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,51.4,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 13-COTNARI,47.1473311,27.5916465,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,36,To be banned,To be closed,155/27.04.2026,,,0,,,,1,,
STANDARD,IASI 11-ION CREANGA,47.1623464,27.6065529,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,44.3,To be banned,To be closed,155/27.04.2026,,,0,,,,4,,
STANDARD,IASI 10-NICOLINA,47.1475216,27.5843285,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,39.2,To be banned,To be closed,155/27.04.2026,,,0,,,,0,,
STANDARD,IASI 06-LAZAR,47.15323741,27.58885661,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,49.3,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 07-INDEPENDENTEI,47.1662248,27.5884043,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,57.1,To be banned,To be closed,155/27.04.2026,,,0,,,,4,,
STANDARD,IASI 05-PIATA VOIEVOZILOR,47.1624393,27.5630336,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,56.7,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 04-BACINSCHI,47.1688077,27.5675163,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,48.5,To be banned,To be closed,155/27.04.2026,,,0,,,,5,,
STANDARD,IASI 03-GALATII,47.1531852,27.5699025,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,IASI,46.4,To be banned,To be closed,155/27.04.2026,,,0,,,,3,,
STANDARD,INEU 01-CENTRU,46.425801,21.838392,,INEU,33.1,N/A,#N/A,,,,0,,,,0,,
STANDARD,INSURATEI 01-COMPLEX PROFI,44.9127161,27.6046849,,INSURATEI,58.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,JILAVA 01-UNGURENI,44.3295045,26.0782732,,JILAVA,31.2,N/A,#N/A,,,,0,,,,0,,
STANDARD,JIMBOLIA 02-REPUBLICII,45.7992882,20.7184243,,JIMBOLIA,36.9,N/A,#N/A,,,,0,,,,0,,
STANDARD,LEHLIU GARA 01-TITULESCU,44.4389636,26.8533426,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LEHLIU GARA,30.2,Safe,#N/A,11/02.04.2026,Da,€200.00,"€6,040.00",,,,0,,
STANDARD,LIPOVA 01-PIATA VECHE,46.093685,21.697043,,LIPOVA,62.5,N/A,#N/A,,,,0,,,,0,,
STANDARD,LUDUS 01-1 DECEMBRIE,46.4734,24.0951716,,LUDUS,33.2,N/A,#N/A,,,,0,,,,5,,
AGENTIE 2.0,LUGOJ 07-STRAND,45.681304,21.909315,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,72.1,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,5,,
PARTENER SSBT MAGIC,SSBT LUGOJ 02-BUCEGI,45.685842,21.899246,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,15,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,0,,
AGENTIE 2.0,LUGOJ 02-20 DECEMBRIE 36,45.685842,21.90319118,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,93.6,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,0,,
PARTENER SSBT MAGIC,SSBT LUGOJ 01-ION HUNIADE,45.690259,21.903299,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,15,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,0,,
STANDARD,LUGOJ 05-MOCIONI,45.682363,21.900089,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,54.7,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,0,,
STANDARD,LUGOJ 06-20 DECEMBRIE,45.6907215,21.9031256,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,45.3,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,5,,
STANDARD,LUGOJ 03-ROMAN,45.691266,21.906403,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUGOJ,37,To be banned (Slots),#N/A,88/30.04.2026,Nu,,0,,,,5,,
STANDARD,LUPENI 02-PACII,45.346415,23.192813,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUPENI,105.6,Safe,#N/A,47/27.04.2026,Da,2000,211200,,,,3,,
STANDARD,LUPENI 03-BUCURA,45.355151,23.21457,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUPENI,58.3,Safe,To be closed,47/27.04.2026,Da,2000,116600,,,,1,,
STANDARD,LUPENI 01-ALEEA PLOPILOR,45.351863,23.203984,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,LUPENI,84.8,Safe,To be closed,47/27.04.2026,Da,2000,169600,,,,5,,
STANDARD,MAGURELE 01-ATOMISTILOR,44.351319,26.03186,,MAGURELE,45.7,N/A,#N/A,,,,0,,,,0,,
STANDARD,MANGALIA 03-SOS CONSTANTEI,43.8211636,28.5827699,,MANGALIA,57.7,N/A,#N/A,,,,0,,,,4,,
STANDARD,MANGALIA 02-1 DECEMBRIE 1918,43.8080761,28.5764067,,MANGALIA,56.5,N/A,#N/A,,,,0,,,,1,,
STANDARD,MANGALIA 01-CONSTANTEI,43.8128622,28.5828495,,MANGALIA,69.6,N/A,#N/A,,,,0,,,,3,,
STANDARD,MEDGIDIA 01-RAHOVEI REL,44.14517603,28.15390895,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDGIDIA,92.5,Safe,#N/A,73/24.04.2026,Da,500,46250,,,,1,,
STANDARD,MEDGIDIA 04-PODGORIILOR,44.246432,28.255366,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDGIDIA,32,Safe,#N/A,73/24.04.2026,Da,500,16000,,,,4,,
STANDARD,MEDGIDIA 03-INDEPENDENTEI,44.15353905,28.15458604,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDGIDIA,44.1,Safe,#N/A,73/24.04.2026,Da,500,22050,,,,0,,
STANDARD,MEDGIDIA 02-REPUBLICII,44.14494592,28.16105402,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDGIDIA,87.9,Safe,#N/A,73/24.04.2026,Da,500,43950,,,,5,,
STANDARD,MEDIAS 02-BLAJULUI,46.1480037,24.3314605,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDIAS,44.3,Safe,#N/A,104/28.04.2026,,500/1000,,,,,5,,
STANDARD,MEDIAS 01-EMINESCU,46.1630279,24.347889,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MEDIAS,62,Safe,#N/A,104/28.04.2026,,500/1000,,,,,4,,
STANDARD,MIERCUREA CIUC 02-KOSSUTH LAJOS,46.3619009,25.8000613,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MIERCUREA-CIUC,72.8,To be banned (Slots),#N/A,74/24.04.2026,,50000,50000,,,,5,,
AGENTIE 2.0,MIHAILESTI 01-DN BUCURESTI,44.322116,25.905631,,MIHAILESTI,65.74,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0,MIOVENI 03-DACIA 1,44.958695,24.94112,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MIOVENI,76.41,To be banned,To be closed,75/23.04.2026,,,0,,,,5,,
STANDARD,MIOVENI 04-DACIA,44.960928,24.945215,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MIOVENI,21.2,To be banned,To be closed,75/23.04.2026,,,0,,,,5,,
STANDARD,MIOVENI 02-ROBEA,44.9550547,24.9335547,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MIOVENI,53.5,To be banned,To be closed,75/23.04.2026,,,0,,,,5,,
STANDARD,MIZIL 01-NICOLAE BALCESCU,45.0022652,26.4455335,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MIZIL,50.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,MOARA VLASIEI 01-EROILOR,44.642714,26.223047,,MOARA VLASIEI,25.9,N/A,#N/A,,,,0,,,,0,,
STANDARD,MODELU 01-PRELUNGIREA BUCURESTI,44.197032,27.382582,,MODELU,34.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,MOGOSOAIA 01-BUCURESTI-TARGOVISTE 93,44.5273879,26.0015944,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MOGOSOAIA,56,To be banned,To be closed,28/26.02.2026,,,0,,,,0,,
STANDARD,MOINESTI 01-CENTRU,46.47300385,26.48918543,,MOINESTI,72.8,N/A,#N/A,,,,0,,,,5,,
STANDARD,MORENI 02-CPT PANTEA ION,44.984588,25.6418413,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,MORENI,66.3,To be banned,To be closed,56/14.04.2026,,,0,,,,5,,
STANDARD,MOTRU 02-TRANDAFIRILOR,44.8050319,22.9695456,,MOTRU,63.5,N/A,#N/A,,,,0,,,,5,,
STANDARD,MOTRU 01-TRANDAFIRILOR,44.8039633,22.9692897,,MOTRU,71.9,N/A,#N/A,,,,0,,,,5,,
STANDARD,NASAUD 01-GRANICERILOR,47.28374,24.416818,,NASAUD,43.7,N/A,#N/A,,,,0,,,,0,,
AGENTIE 2.0 LIGHT,NAVODARI 02-RANDUNELELOR 1,44.3174465,28.6105325,,NAVODARI,90.7,N/A,#N/A,,,,0,,,,1,,
STANDARD,NAVODARI 03-STR CONSTANTEI,44.322422,28.6098041,,NAVODARI,37.3,N/A,#N/A,,,,0,,,,5,,
STANDARD,NEGRESTI OAS 01-VICTORIEI,47.87009661,23.4277124,,NEGRESTI-OAS,72.1,N/A,#N/A,,,,0,,,,5,,
STANDARD,NEHOIU 01-1 DECEMBRIE 1918,45.4187493,26.3026069,,NEHOIU,33.1,N/A,#N/A,,,,0,,,,0,,
STANDARD,ODOBESTI 01-STEFAN CEL MARE,45.76051,27.066889,,ODOBESTI,30.4,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT ADM,SSBT ADM OLTENITA 528-TINERETULUI,44.087686,26.639047,,OLTENITA,15,N/A,#N/A,,,,0,,,,0,,
STANDARD,OLTENITA 01-ARGESULUI,44.090742,26.638254,,OLTENITA,81.7,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT ADM,SSBT ADM ONESTI 520-OITUZ,47.1433061,27.5993307,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ONESTI,15,To be banned,To be closed,49/30.03.2026,,,0,,,,0,,
STANDARD,ONESTI 03-GARA,46.256252,26.77564,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ONESTI,59.7,To be banned,To be closed,49/30.03.2026,,,0,,,,4,,
STANDARD,ONESTI 02-REPUBLICII,46.246136,26.764577,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ONESTI,44.8,To be banned,To be closed,49/30.03.2026,,,0,,,,0,,
STANDARD,ONESTI 01-OITUZ,46.25111,26.763904,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ONESTI,39.1,To be banned,To be closed,49/30.03.2026,,,0,,,,0,,
PARTENER SSBT ADM,SSBT ADM ORADEA 524-NOTTARA,47.032611,21.949604,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,15,To be banned (Slots),To be closed,280/30.04.2026,,1000,15000,,,,0,,
AGENTIE 2.0,ORADEA 09-LOTUS,47.036649,21.944049,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,56.7,Safe,#N/A,280/30.04.2026,,1000,56700,,,,5,,
SUPERCLUB,ORADEA 07 SC-CAZABAN,47.0653926,21.9100541,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,100.5,Safe,#N/A,280/30.04.2026,,1000,100500,,,,18,,
SUPERCLUB,ORADEA 14 SC-DACIA,47.0687195,21.9243229,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,118.4,Safe,#N/A,280/30.04.2026,,1000,118400,,,,16,,
STANDARD,ORADEA 14-DACIA,47.0687195,21.9243229,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,62.5,Safe,#N/A,280/30.04.2026,,1000,62500,,,,0,,
STANDARD,ORADEA 12-GARA,47.0700718,21.934782,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,32.1,Safe,#N/A,280/30.04.2026,,1000,32100,,,,0,,
STANDARD,ORADEA 11-NUFARULUI,47.0329676,21.9496331,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,64.4,Safe,#N/A,280/30.04.2026,,1000,64400,,,,5,,
STANDARD,ORADEA 10-DECEBAL,47.056528,21.917587,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,63.8,Safe,#N/A,280/30.04.2026,,1000,63800,,,,5,,
STANDARD,ORADEA 08-PROFI,47.07227997,21.91711063,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,60.7,Safe,#N/A,280/30.04.2026,,1000,60700,,,,5,,
STANDARD,ORADEA 07-CAZABAN,47.0653926,21.9100541,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,58.8,Safe,#N/A,280/30.04.2026,,1000,58800,,,,0,,
STANDARD,ORADEA 06-CANTEMIR,47.0484347,21.9399295,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,60.2,Safe,#N/A,280/30.04.2026,,1000,60200,,,,1,,
STANDARD,ORADEA 05-CENTRU VECHI,47.0535781,21.9284956,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,52.3,Safe,#N/A,280/30.04.2026,,1000,52300,,,,0,,
STANDARD,ORADEA 04-CALEA ARADULUI,47.0503074,21.9050404,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,35.5,Safe,#N/A,280/30.04.2026,,1000,35500,,,,5,,
STANDARD,ORADEA 03-TRANSILVANIEI,47.0792535,21.9193736,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,77.5,Safe,#N/A,280/30.04.2026,,1000,77500,,,,5,,
STANDARD,ORADEA 02-NOTTARA,47.03275141,21.95094947,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,ORADEA,70.3,Safe,#N/A,280/30.04.2026,,1000,70300,,,,5,,
STANDARD,ORASTIE 02-MURESULUI,45.843293,23.198106,,ORASTIE,64,To be banned,To be closed,nu avem HCL,,,0,,,,5,,
STANDARD,ORASTIE 01-OCTAVIAN GOGA,45.8389743,23.1952119,,ORASTIE,51.3,To be banned,To be closed,nu avem HCL,,,0,,,,5,,
STANDARD,ORAVITA 01-CLOSCA,45.038613,21.686173,,ORAVITA,33.8,N/A,#N/A,,,,0,,,,0,,
STANDARD,ORSOVA 02-FALEZA 1918,44.729127,22.401265,,ORSOVA,43,N/A,#N/A,,,,0,,,,0,,
STANDARD,ORSOVA 01-CENTRU CIVIC,44.7237391,22.3972075,,ORSOVA,46.7,N/A,#N/A,,,,0,,,,0,,
STANDARD,OTELU ROSU 01-REVOLUTIEI,45.516295,22.352515,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,OTELU ROSU,57.5,Safe,#N/A,34/23.04.2026,,2500,143750,,,,0,,
STANDARD ADM,SSBT S ADM OTOPENI 546-CALEA BUCURESTILOR,44.551722,26.069567,,OTOPENI,15,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT ADM,SSBT ADM OTOPENI 531-ODAII,44.53625,26.061472,,OTOPENI,15,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT MAGIC,SSBT OTOPENI 001-23 AUGUST,44.554925,26.095947,,OTOPENI,15,N/A,#N/A,,,,0,,,,0,,
STANDARD,OTOPENI 02-LACUL URSULUI 21,44.55186,26.07179,,OTOPENI,39,N/A,#N/A,,,,0,,,,5,,
STANDARD,OTOPENI 01-LACUL URSULUI,44.5518863,26.072232,,OTOPENI,25.4,N/A,#N/A,,,,0,,,,5,,
STANDARD,PANCIU 01-ALEEA LIBERTATII,45.908329,27.088474,,PANCIU,58.5,N/A,#N/A,,,,0,,,,0,,
STANDARD,PANCOTA 01-CENTRU,46.325988,21.689545,,PANCOTA,97,N/A,#N/A,,,,0,,,,0,,
PARTENER SSBT ADM,SSBT ADM PANTELIMON 511-VLADIMIRESCU,44.451389,26.205611,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,PANTELIMON,15,To be banned,To be closed,42/31.03.2026,,,0,,,,0,,
STANDARD,PANTELIMON 01-VLADIMIRESCU,44.450704,26.205697,https://drive.google.com/drive/folders/1ua5jW6i-fpQTd05G4WxMjWusekKwMIRa,PANTELIMON,41,To be banned,To be closed,42/31.03.2026,,,0,,,,5,,
STANDARD,PASCANI 02-CENTRU DEAL,47.2490839,26.7202969,,PASCANI,19.8,N/A,#N/A,,,,0,,,,5,,
